AÑO,ACTUAL,ANTERIOR,VARIACION
2016,1.5660909977174222,0.0,inf
2017,1.5987178935032023,1.5660909977174222,2.0833333333333597
2018,2.218628913433015,1.5987178935032023,38.7755102040816
2019,1.2071951440738464,2.218628913433015,-45.58823529411764
2020,1.1093144567165074,1.2071951440738464,-8.108108108108118
2021,1.0766875609307278,1.1093144567165074,-2.9411764705882324
